Drug,DX,30 day quantity,30 day price,90day quantity,90 day Price,Pharmacy
Hydralazine 25mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Hydrochlorothiazide(HCTZ)12.5mg cap,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Hydrochlorothiazide (HCTZ) 25mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Hydrochlorothiazide (HCTZ) 50mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Indapamide 1.25mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Indapamide 2.5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Isosorbide Mononitrate 30mg ER tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Isosorbide Mononitrate 60mg ER tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril-HCTZ 10mg-12.5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril-HCTZ 20mg-12.5mg tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril-HCTZ 20mg-25mg tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril 2.5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril 5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril 10mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Lisinopril 20mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Methyldopa 250mg tab*,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Metoprolol Tartrate 25mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Metoprolol Tartrate 50mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Metoprolol Tartrate 100mg tab*,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Propranolol 10mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Propranolol 20mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Propranolol 40mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Propranolol 80mg tab,Heart Health & Blood Pressure,60,$4,180,$10,Walmart
Sotalol HCL 80mg tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Spironolactone 25mg tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Terazosin 1mg cap,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Terazosin 2mg cap,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Terazosin 5mg cap,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Terazosin 10mg cap,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Triamterene-HCTZ 75mg-50mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Triamterene-HCTZ 37.5mg-25mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Verapamil 80mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Verapamil 120mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 1mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 2mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 2.5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 3mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 4mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 5mg tab*,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 6mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 7.5mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Warfarin 10mg tab,Heart Health & Blood Pressure,30,$4,90,$10,Walmart
Finasteride 5mg,Men's Health,,$4,30 ($9/30-day),$10,Walmart
Amitriptyline 10mg tab,Mental Health,30,$4,90,$10,Walmart
Amitriptyline 25mg tab,Mental Health,30,$4,90,$10,Walmart
Amitriptyline 50mg tab,Mental Health,30,$4,90,$10,Walmart
Amitriptyline 75mg tab,Mental Health,30,$4,90,$10,Walmart
Amitriptyline 100mg tab,Mental Health,30,$4,90,$10,Walmart
Benztropine 2mg tab,Mental Health,30,$4,90,$10,Walmart
Buspirone 5mg tab,Mental Health,60,$4,180,$10,Walmart
Buspirone 10mg tab*,Mental Health,60,$4,180,$10,Walmart
Carbamazepine 200mg tab*,Mental Health,60,$4,180,$10,Walmart
Citalopram 20mg tab,Mental Health,30,$4,90,$10,Walmart
Citalopram 40mg tab,Mental Health,30,$4,90,$10,Walmart
Fluphenazine 1mg tab,Mental Health,30,$4,90,$10,Walmart
Haloperidol 0.5mg tab,Mental Health,30,$4,90,$10,Walmart
Haloperidol 1mg tab,Mental Health,30,$4,90,$10,Walmart
Haloperidol 2mg tab,Mental Health,30,$4,90,$10,Walmart
Haloperidol 5mg tab,Mental Health,30,$4,90,$10,Walmart
Lithium Carbonate 300mg cap*,Mental Health,90,$4,270,$10,Walmart
Nortriptyline 10mg cap,Mental Health,30,$4,90,$10,Walmart
Nortriptyline 25mg cap,Mental Health,30,$4,90,$10,Walmart
Paroxetine 10mg tab*,Mental Health,30,$4,90,$10,Walmart
Paroxetine 20mg tab*,Mental Health,30,$4,90,$10,Walmart
Prochlorperazine 10mg tab,Mental Health,30,$4,90,$10,Walmart
Trazodone 50mg tab,Mental Health,30,$4,90,$10,Walmart
Trazodone 100mg tab,Mental Health,30,$4,90,$10,Walmart
Trazodone 150mg tab,Mental Health,30,$4,90,$10,Walmart
Trihexyphenidyl 2mg tab,Mental Health,60,$4,180,$10,Walmart
Gentamicin 0.1% cream (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Gentamicin 0.1% ointment (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Hydrocortisone 1% cream (28.35-30g tube),Skin Conditions,1,$4,3,$10,Walmart
Hydrocortisone 2.5% cream (30gm tube),Skin Conditions,1,$4,3,$10,Walmart
Silver Sulfadiazine 1% cream* (50gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.025% cream (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.025% cream (80gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.1% cream (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.1% cream (80gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.1% ointment (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.1% ointment (80gm tube),Skin Conditions,1,$4,3,$10,Walmart
Triamcinolone 0.5% cream (15gm tube),Skin Conditions,1,$4,3,$10,Walmart
Levothyroxine 25mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 50mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 75mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 88mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 100mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 112mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 125mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 137mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 150mcg tab,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 175mcg tab*,Thyroid Conditions,30,$4,90,$10,Walmart
Levothyroxine 200mcg tab*,Thyroid Conditions,30,$4,90,$10,Walmart
Acyclovir 200mg cap,Viruses,30,$4,90,$10,Walmart
Folic Acid 1mg tab,Vitamins & Nutritional Health,30,$4,90,$10,Walmart
Mag 64 64mg tab*,Vitamins & Nutritional Health,60,$4,180,$10,Walmart
Magnesium Oxide 400mg tab,Vitamins & Nutritional Health,30,$4,90,$10,Walmart
Prenatal Plus qty 30*,Vitamins & Nutritional Health,30,$4,90,$10,Walmart
Sodium Fluoride .25mg chewable* (120ct bottle),Vitamins & Nutritional Health,1,$4,N/A,$10,Walmart
Estradiol 0.5mg tab,Women's Health,30,$4,90,$10,Walmart
Estradiol 1mg tab,Women's Health,30,$4,90,$10,Walmart
Estradiol 2mg tab,Women's Health,30,$4,90,$10,Walmart
MedroxyprogesteroneAcetate 2.5mg tab,Women's Health,30,$4,90,$10,Walmart
Medroxyprogesterone Acetate 5mg tab,Women's Health,30,$4,90,$10,Walmart
Medroxyprogesterone Acetate 10mg tab,Women's Health,10,$4,30,$10,Walmart
Levonorgestrel/Ethinyl Estradiol,Oral Contraceptives,,$4,28,$10,Walmart
Kurvelo,Oral Contraceptives,,$4,28,$10,Walmart
Norethindrone USP,Oral Contraceptives,,$4,28,$10,Walmart
Enskyce,Oral Contraceptives,,$4,28,$10,Walmart
Jencycla.,Oral Contraceptives,,$4,28,$10,Walmart
Pirmella 1/35,Oral Contraceptives,,$4,28,$10,Walmart
Pirmella 7/7/7,Oral Contraceptives,,$4,28,$10,Walmart
Sprintec.,Oral Contraceptives,,$4,28,$10,Walmart
Tri-Sprintec,Oral Contraceptives,,$4,28,$10,Walmart
Chlorhexidine Gluconate 0.12% soln (473ml bottle),Other Medical Conditions,1,$4,3,$10,Walmart
Isoniazid 300mg tab,Other Medical Conditions,30,$4,90,$10,Walmart
Lidocaine 2% viscous solution (100ml bottle),Other Medical Conditions,1,$4,3,$10,Walmart
Megestrol 20mg tab*,Other Medical Conditions,30,$4,90,$10,Walmart
Phenazopyridine 100mg tab*,Other Medical Conditions,6,$4,18,$10,Walmart
Prednisone 2.5mg tab*,Other Medical Conditions,30,$4,90,$10,Walmart
Prednisone 5mg tab*,Other Medical Conditions,30,$4,90,$10,Walmart
INDOMETHACIN 50MG CAP,Pain,30,5,90,10,Walgreens
NAPROXEN 250MG TAB,Pain,60,5,180,10,Walgreens
NAPROXEN 375MG TAB,Pain,60,5,180,10,Walgreens
NAPROXEN 500MG TAB,Pain,60,5,180,10,Walgreens
NAPROXEN SODIUM 275MG TAB,Pain,30,5,90,10,Walgreens
ALBUTEROL SULFATE SYRUP (2MG/5ML),Asthma,120,5,360,10,Walgreens
AMIODARONE 200MG TAB,Blood Pressure,30,5,90,10,Walgreens
ATENOLOL 100MG TAB,Blood Pressure,30,5,90,10,Walgreens
ENALAPRIL 5MG TAB,Blood Pressure,60,5,180,10,Walgreens
ENALAPRIL-HCTZ 5-12.5MG TAB,Blood Pressure,60,5,180,10,Walgreens
ENALAPRIL-HCTZ 10-25MG TAB,Blood Pressure,30,5,90,10,Walgreens
FUROSEMIDE 20MG TAB,Blood Pressure,60,5,180,10,Walgreens
FUROSEMIDE 40MG TAB,Blood Pressure,60,5,180,10,Walgreens
FUROSEMIDE 80MG TAB,Blood Pressure,30,5,90,10,Walgreens
HYDRALAZINE 10MG TAB,Blood Pressure,60,5,180,10,Walgreens
HYDROCHLOROTHIAZIDE 25MG TAB,Blood Pressure,30,5,90,10,Walgreens
HYDROCHLOROTHIAZIDE 50MG TAB,Blood Pressure,30,5,90,10,Walgreens
LISINOPRIL 10MG TAB,Blood Pressure,30,5,90,10,Walgreens
LISINOPRIL 20MG TAB,Blood Pressure,30,5,90,10,Walgreens
TRANDOLAPRIL 2MG TAB,Blood Pressure,30,5,90,10,Walgreens
TRIAMTERENE 75MG/ HCTZ 50MG TAB,Blood Pressure,30,5,90,10,Walgreens
VERAPAMIL 80MG TAB,Blood Pressure,30,5,90,10,Walgreens
LOVASTATIN 10MG TAB,Cholesterol,30,5,90,10,Walgreens
LOVASTATIN 20MG TAB,Cholesterol,30,5,90,10,Walgreens
LOVASTATIN 40MG TAB,Cholesterol,30,5,90,10,Walgreens
ALLER-CHLOR 4MG TAB,Cough/Cold/Allergy,100,5,300,10,Walgreens
BENZONATATE 100MG CAP,Cough/Cold/Allergy,30,5,90,10,Walgreens
LORATADINE 10MG TAB,Cough/Cold/Allergy,30,5,90,10,Walgreens
PROMETHAZINE 25MG TAB,Cough/Cold/Allergy,12,5,36,10,Walgreens
SILDEC PE-DM SYRUP,Cough/Cold/Allergy,120,5,360,10,Walgreens
SILDEC-PE SYRUP,Cough/Cold/Allergy,120,5,360,10,Walgreens
GLIMEPIRIDE 1MG TAB,Diabetes,30,5,90,10,Walgreens
GLIMEPIRIDE 2MG TAB,Diabetes,30,5,90,10,Walgreens
GLIMEPIRIDE 4MG TAB,Diabetes,30,5,90,10,Walgreens
GLIPIZIDE 5MG TAB,Diabetes,30,5,90,10,Walgreens
GLIPIZIDE 10MG TAB,Diabetes,60,5,180,10,Walgreens
GLYBURIDE 1.25MG TAB,Diabetes,30,5,90,10,Walgreens
GLYBURIDE MICRO 1.5MG TAB,Diabetes,30,5,90,10,Walgreens
GLYBURIDE MICRO 3MG TAB,Diabetes,30,5,90,10,Walgreens
GLYBURIDE MICRO 6MG TAB,Diabetes,30,5,90,10,Walgreens
GLYBURIDE/METFORMIN 1.25/250MG TAB,Diabetes,60,5,180,10,Walgreens
GLYBURIDE/METFORMIN 2.5/500MG TAB,Diabetes,60,5,180,10,Walgreens
METFORMIN 500MG TAB,Diabetes,90,5,270,10,Walgreens
METFORMIN 850MG TAB,Diabetes,90,5,270,10,Walgreens
METFORMIN 1000MG TAB,Diabetes,90,5,270,10,Walgreens
METFORMIN ER 500MG 24HR TAB,Diabetes,60,5,180,10,Walgreens
DICYCLOMINE 20MG TAB,Gastrointestinal Health,60,5,180,10,Walgreens
METOCLOPRAMIDE HCL 5MG/5ML SOLN,Gastrointestinal Health,60,5,180,10,Walgreens
AMOXICILLIN 250MG CAP,Infections,30,5,90,10,Walgreens
AMOXICILLIN 500MG CAP,Infections,30,5,90,10,Walgreens
AMOXICILLIN 200MG/5ML SUSP 75ML,Infections,75,5,225,10,Walgreens
AMOXICILLIN 200MG/5ML SUSP 100ML,Infections,100,5,300,10,Walgreens
AMOXICILLIN 250MG/5ML SUSP 150ML,Infections,150,5,450,10,Walgreens
AMOXICILLIN 250MG/5ML SUSP 100ML,Infections,100,5,300,10,Walgreens
AMOXICILLIN 250MG/5ML SUSP 80ML,Infections,80,5,240,10,Walgreens
AMOXICILLIN 400MG/5ML SUSP 50ML,Infections,50,5,150,10,Walgreens
AMOXICILLIN 400MG/5ML SUSP 75ML,Infections,75,5,225,10,Walgreens
AMOXICILLIN 400MG/5ML SUSP 100ML,Infections,100,5,300,10,Walgreens
CEPHALEXIN 250MG CAP,Infections,28,5,84,10,Walgreens
CEPHALEXIN 500MG CAP,Infections,30,5,90,10,Walgreens
CIPROFLOXACIN 250MG TAB,Infections,14,5,42,10,Walgreens
CIPROFLOXACIN 500MG TAB,Infections,20,5,60,10,Walgreens
PENICILLIN VK 125MG/5ML SOLN 100ML,Infections,100,5,300,10,Walgreens
PENICILLIN VK 125MG/5ML SOLN 200ML,Infections,200,5,600,10,Walgreens
PENICILLIN VK 250MG/5ML SOLN 100ML,Infections,100,5,300,10,Walgreens
PENICILLIN VK 250MG/5ML SOLN 200ML,Infections,200,5,600,10,Walgreens
PENICILLIN VK 250MG TAB,Infections,30,5,90,10,Walgreens
PENICILLIN VK 500MG TAB,Infections,20,5,60,10,Walgreens
SMZ/TMP REGULAR STRENGTH TAB,Infections,28,5,84,10,Walgreens
AMITRIPTYLINE 10MG TAB,Mental Health,30,5,90,10,Walgreens
AMITRIPTYLINE 25MG TAB,Mental Health,30,5,90,10,Walgreens
AMITRIPTYLINE 50MG TAB,Mental Health,30,5,90,10,Walgreens
AMITRIPTYLINE 100MG** TAB,Mental Health,30,5,90,10,Walgreens
FLUOXETINE 10MG CAP,Mental Health,30,5,90,10,Walgreens
FLUOXETINE 20MG CAP,Mental Health,30,5,90,10,Walgreens
FLUOXETINE 40MG CAP,Mental Health,30,5,90,10,Walgreens
FLUOXETINE 10MG TAB,Mental Health,30,5,90,10,Walgreens
MIRTAZAPINE 15MG TAB,Mental Health,30,5,90,10,Walgreens
TRAZODONE 100MG TAB,Mental Health,30,5,90,10,Walgreens
TRIAMCINOLONE 0.025% CREAM 15GM,Skin Conditions,15,5,45,10,Walgreens
"CYANOCOBALAMIN 1000MCG/ML INJ, 1ML",Vitamins and Nutritional Health,3,5,9,10,Walgreens
FLUORIDE 0.5MG F CHEWABLE TAB,Vitamins and Nutritional Health,30,5,90,10,Walgreens
FOLIC ACID 1MG TAB,Vitamins and Nutritional Health,30,5,90,10,Walgreens
MULTI-VITA-F 0.5MG CHEW TAB,Vitamins and Nutritional Health,30,5,90,10,Walgreens
MULTIVITS W/FL 1MG & IRON CHEW TAB,Vitamins and Nutritional Health,30,5,90,10,Walgreens
NATALCARE PLUS TAB (1MG FOLIC ACID),Vitamins and Nutritional Health,30,5,90,10,Walgreens
RENA-VITE RX TAB,Vitamins and Nutritional Health,30,5,90,10,Walgreens
VITAMIN B-12 100MCG TAB,Vitamins and Nutritional Health,100,5,300,10,Walgreens
"VITAMIN D 50,000IU CAP",Vitamins and Nutritional Health,4,5,12,10,Walgreens
ESTRADIOL 0.5MG TAB,Women\s Health,30,5,90,10,Walgreens
ESTRADIOL 1MG TAB,Women\s Health,30,5,90,10,Walgreens
ESTRADIOL 2MG TAB,Women\s Health,30,5,90,10,Walgreens
MEDROXYPROGESTERONE 5MGTAB,Women\s Health,30,5,90,10,Walgreens
MEDROXYPROGESTERONE 10MGTAB,Women\s Health,10,5,30,10,Walgreens
PREDNISONE 10MG** TAB,Women\s Health,30,5,90,10,Walgreens
FLUCONAZOLE 150MG TAB,Antifungal,1,10,3,20,Walgreens
TERBINAFINE 250MG TAB,Antifungal,30,10,90,20,Walgreens
ACYCLOVIR 200MG TAB,Antiviral,60,10,180,20,Walgreens
CYCLOBENZAPRINE 5MG TAB,Pain,30,10,90,20,Walgreens
CYCLOBENZAPRINE 10MG TAB,Pain,30,10,90,20,Walgreens
IBUPROFEN 100MG/5ML ORAL SUSP,Pain,120,10,360,20,Walgreens
IBUPROFEN 400MG TAB,Pain,90,10,270,20,Walgreens
IBUPROFEN 600MG TAB,Pain,60,10,180,20,Walgreens
IBUPROFEN 800MG TAB,Pain,60,10,180,20,Walgreens
INDOMETHACIN 25MG CAP,Pain,60,10,180,20,Walgreens
KETOROLAC 10MG TAB,Pain,15,10,45,20,Walgreens
MELOXICAM 7.5MG TAB,Pain,30,10,90,20,Walgreens
MELOXICAM 15MG TAB,Pain,30,10,90,20,Walgreens
ALBUTEROL 0.083% INH SOLN 25X3ML,Asthma,76,10,228,20,Walgreens
ALBUTEROL 0.5% INH SOL 20ML,Asthma,20,10,60,20,Walgreens
AMINOPHYLLINE 100MG TAB,Asthma,60,10,180,20,Walgreens
AMINOPHYLLINE 200MG TAB,Asthma,60,10,180,20,Walgreens
DYPHYLLINE-GG 100-100 ELIXIR,Asthma,240,10,720,20,Walgreens
IPRATROPIUM INHAL SOLN 60 X 2.5ML,Asthma,75,10,225,20,Walgreens
AMILORIDE 5MG / HCTZ 50MG TAB,Blood Pressure,30,10,90,20,Walgreens
AMLODIPINE BESYLATE 2.5MG TAB,Blood Pressure,30,10,90,20,Walgreens
AMLODIPINE BESYLATE 5MG TAB,Blood Pressure,30,10,90,20,Walgreens
AMLODIPINE BESYLATE 10MG TAB,Blood Pressure,30,10,90,20,Walgreens
ATENOLOL 100MG/CHLORTHAL 25MG TAB,Blood Pressure,30,10,90,20,Walgreens
ATENOLOL 25MG TAB,Blood Pressure,60,10,180,20,Walgreens
ATENOLOL 50MG TAB,Blood Pressure,60,10,180,20,Walgreens
ATENOLOL/CHLORTHALIDONE 50/25 TAB,Blood Pressure,30,10,90,20,Walgreens
BENAZEPRIL 5MG TAB,Blood Pressure,30,10,90,20,Walgreens
BENAZEPRIL 10MG TAB,Blood Pressure,30,10,90,20,Walgreens
BENAZEPRIL 20MG TAB,Blood Pressure,30,10,90,20,Walgreens
BENAZEPRIL 40MG TAB,Blood Pressure,30,10,90,20,Walgreens
BISOPROLOL FUMARATE 5MG TAB,Blood Pressure,30,10,90,20,Walgreens
BISOPROLOL/HCTZ 2.5MG/6.25MG TAB,Blood Pressure,30,10,90,20,Walgreens
BISOPROLOL/HCTZ 5MG/6.25MG TAB,Blood Pressure,30,10,90,20,Walgreens
BISOPROLOL/HCTZ 10MG/6.25MG TAB,Blood Pressure,30,10,90,20,Walgreens
CARVEDILOL 3.125MG TAB,Blood Pressure,60,10,180,20,Walgreens
CARVEDILOL 6.25MG TAB,Blood Pressure,60,10,180,20,Walgreens
CARVEDILOL 12.5MG TAB,Blood Pressure,60,10,180,20,Walgreens
CARVEDILOL 25MG TAB,Blood Pressure,60,10,180,20,Walgreens
CLONIDINE 0.1MG TAB,Blood Pressure,60,10,180,20,Walgreens
CLONIDINE 0.2MG TAB,Blood Pressure,60,10,180,20,Walgreens
CLONIDINE 0.3MG TAB,Blood Pressure,60,10,180,20,Walgreens
DILTIAZEM 30MG TAB,Blood Pressure,60,10,180,20,Walgreens
DILTIAZEM 60MG TAB,Blood Pressure,60,10,180,20,Walgreens
DILTIAZEM 90MG TAB,Blood Pressure,60,10,180,20,Walgreens
DILTIAZEM 120MG TAB,Blood Pressure,30,10,90,20,Walgreens
ENALAPRIL 2.5MG TAB,Blood Pressure,60,10,180,20,Walgreens
ENALAPRIL 10MG TAB,Blood Pressure,60,10,180,20,Walgreens
FOSINOPRIL 10MG TAB,Blood Pressure,30,10,90,20,Walgreens
FOSINOPRIL 20MG TAB,Blood Pressure,30,10,90,20,Walgreens
FOSINOPRIL 40MG TAB,Blood Pressure,30,10,90,20,Walgreens
GUANFACINE 1MG TAB,Blood Pressure,30,10,90,20,Walgreens
GUANFACINE 2MG TAB,Blood Pressure,30,10,90,20,Walgreens
HYDRALAZINE 25MG TAB,Blood Pressure,60,10,180,20,Walgreens
HYDROCHLOROTHIAZIDE 12.5MG CAP,Blood Pressure,30,10,90,20,Walgreens
INDAPAMIDE 1.25MG TAB,Blood Pressure,30,10,90,20,Walgreens
INDAPAMIDE 2.5MG TAB,Blood Pressure,30,10,90,20,Walgreens
ISOSORBIDE DINITRATE 2.5MG SL TAB,Blood Pressure,30,10,90,20,Walgreens
ISOSORBIDE MONONITRATE 30MG ER TAB,Blood Pressure,30,10,90,20,Walgreens
ISOSORBIDE MONONITRATE 60MG ER TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL 2.5MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL 5MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL 30MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL 40MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL-HCTZ 10/12.5MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL-HCTZ 20/12.5MG TAB,Blood Pressure,30,10,90,20,Walgreens
LISINOPRIL-HCTZ 20/25MG TAB,Blood Pressure,30,10,90,20,Walgreens
METOPROLOL TARTRATE 25MG TAB,Blood Pressure,60,10,180,20,Walgreens
METOPROLOL TARTRATE 50MG TAB,Blood Pressure,60,10,180,20,Walgreens
METOPROLOL TARTRATE 100MG TAB,Blood Pressure,60,10,180,20,Walgreens
PRAZOSIN 1MG CAP,Blood Pressure,30,10,90,20,Walgreens
PROPRANOLOL 10MG TAB,Blood Pressure,60,10,180,20,Walgreens
PROPRANOLOL 20MG TAB,Blood Pressure,60,10,180,20,Walgreens
PROPRANOLOL 40MG TAB,Blood Pressure,60,10,180,20,Walgreens
PROPRANOLOL 80MG TAB,Blood Pressure,60,10,180,20,Walgreens
QUINAPRIL 5MG TAB,Blood Pressure,30,10,90,20,Walgreens
QUINAPRIL 10MG TAB,Blood Pressure,30,10,90,20,Walgreens
QUINAPRIL 20MG TAB,Blood Pressure,30,10,90,20,Walgreens
QUINAPRIL 40MG TAB,Blood Pressure,30,10,90,20,Walgreens
SOTALOL 120MG TAB,Blood Pressure,60,10,180,20,Walgreens
SPIRONOLACTONE 25MG TAB,Blood Pressure,30,10,90,20,Walgreens
SPIRONOLACTONE 50MG TAB,Blood Pressure,30,10,90,20,Walgreens
SPIRONOLACTONE 25MG W/HCTZ 25MG TAB,Blood Pressure,30,10,90,20,Walgreens
TERAZOSIN 1MG CAP,Blood Pressure,30,10,90,20,Walgreens
TERAZOSIN 2MG CAP,Blood Pressure,30,10,90,20,Walgreens
TERAZOSIN 5MG CAP,Blood Pressure,30,10,90,20,Walgreens
TERAZOSIN 10MG CAP,Blood Pressure,30,10,90,20,Walgreens
TRANDOLAPRIL 1MG TAB,Blood Pressure,30,10,90,20,Walgreens
TRANDOLAPRIL 4MG TAB,Blood Pressure,30,10,90,20,Walgreens
TRIAMTERENE 37.5MG/ HCTZ 25MG CAP,Blood Pressure,30,10,90,20,Walgreens
VERAPAMIL 120MG TAB,Blood Pressure,30,10,90,20,Walgreens
WARFARIN SOD 1MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 2.5MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 2MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 3MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 4MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 5MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 6MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 7.5MG TAB,CV,30,10,90,20,Walgreens
WARFARIN SOD 10MG** TAB,CV,30,10,90,20,Walgreens
PRAVASTATIN 10MG TAB,Cholesterol,30,10,90,20,Walgreens
PRAVASTATIN 20MG TAB,Cholesterol,30,10,90,20,Walgreens
SIMVASTATIN 5MG TAB,Cholesterol,30,10,90,20,Walgreens
SIMVASTATIN 10MG TAB,Cholesterol,30,10,90,20,Walgreens
SIMVASTATIN 20MG TAB,Cholesterol,30,10,90,20,Walgreens
DE-CHLOR DM LIQUID,Cough/Cold/Allergy,120,10,360,20,Walgreens
DE-CHLOR DR SYRUP,Cough/Cold/Allergy,180,10,540,20,Walgreens
DIPHENHYDRAMINE 50MG CAP,Cough/Cold/Allergy,30,10,90,20,Walgreens
PHENYLTOLOXAMINE PE CPM SYRUP,Cough/Cold/Allergy,240,10,720,20,Walgreens
PROMETHAZINE 12.5MG TAB,Cough/Cold/Allergy,30,10,90,20,Walgreens
PROMETHAZINE 50MG TAB,Cough/Cold/Allergy,60,10,180,20,Walgreens
PROMETHAZINE DM SYRUP,Cough/Cold/Allergy,180,10,540,20,Walgreens
GLYBURIDE 2.5MG TAB,Diabetes,30,10,90,20,Walgreens
GLYBURIDE 5MG TAB,Diabetes,30,10,90,20,Walgreens
ANTIPYRINE BENZOCAINE OTIC SOL 15ML,Ear Care,15,10,45,20,Walgreens
ERYTHROMYCIN OPHTH OINT 3.5GM,Eye Care,3.5,10,10.5,20,Walgreens
GENTAMICIN 0.3% OPHTH SOLN 5ML,Eye Care,5,10,15,20,Walgreens
LEVOBUNOLOL 0.5% OPTH SOLN 5ML,Eye Care,5,10,15,20,Walgreens
POLYMYXIN-B/TRIMETHOPRIMOPHTH SOLN,Eye Care,10,10,30,20,Walgreens
SULFACETAMIDE NA 10% OPH SOL 15ML,Eye Care,15,10,45,20,Walgreens
TIMOLOL MALEATE .25% OPHTH SOL 5ML,Eye Care,5,10,15,20,Walgreens
TIMOLOL MALEATE 0.5% OPHTH SOLN 5ML,Eye Care,5,10,15,20,Walgreens
TOBRAMYCIN 0.3% OPH SOL 5ML,Eye Care,5,10,15,20,Walgreens
DICYCLOMINE 10MG CAP,Gastrointestinal Health,90,10,270,20,Walgreens
DOC-Q-LACE 100MG CAP,Gastrointestinal Health,60,10,180,20,Walgreens
FAMOTIDINE 20MG TAB,Gastrointestinal Health,60,10,180,20,Walgreens
